"Platform Client ID","Account Name","Created Date","Account Owner","CS Insight: CS Insights Name","CS Insight: Record Type","Feedback directed to"
"CL003190","Pócima Digital","2/4/2022","Joaquin Rocchietti","CSI-0006396","Client Feedback","Customer Success"
"CL002791","Longevo","2/17/2022","Joaquin Rocchietti","CSI-0006398","Client Feedback","Customer Success"
"CL002593","Vidfluencer LLC","4/12/2022","Joaquin Rocchietti","CSI-0006402","Client Feedback","Customer Success"
"CL002932","Alegra CAN LP HQ","3/18/2022","Joaquin Rocchietti","CSI-0006404","Client Feedback","Customer Success"
"CL004371","Conconcreto","5/10/2023","Laura Del Gordo","CSI-0006407","Client Feedback","Customer Success"
"CL004397","Luflox LLC","4/13/2022","Joaquin Rocchietti","CSI-0006410","Client Feedback","Customer Success"
"CL005054","Defontana","5/18/2022","Joaquin Rocchietti","CSI-0006412","Client Feedback","Customer Success"
"CL002930","Hyperlocology","5/20/2022","Joaquin Rocchietti","CSI-0006414","Client Feedback","Customer Success"
"CL004688","Elastic Innovations","11/7/2023","Joaquin Rocchietti","CSI-0006416","Client Feedback","Customer Success"
"CL005114","bioaccess LATAM CRO EXPERTS","5/1/2024","Joaquin Rocchietti","CSI-0006419","Client Feedback","Customer Success"
"CL005345","StickerYou","10/15/2024","Joaquin Rocchietti","CSI-0006423","Client Feedback","Customer Success"
"CL005350","Buzz CR","10/30/2024","Joaquin Rocchietti","CSI-0006425","Client Feedback","Customer Success"
"CL005477","WIND CONSULTING","2/20/2025","Joaquin Rocchietti","CSI-0006427","Client Feedback","Customer Success"
"CL005089","Technoplus New","5/24/2024","Giuliana Fontes","CSI-0006515","Client Feedback","Product"
"CL005165","Ticel","7/23/2024","Giuliana Fontes","CSI-0006518","Client Feedback","Product"
"CL005346","NOVASEC","10/29/2024","Giuliana Fontes","CSI-0006524","Client Feedback","Product"
"CL004784","Fidens® Insurtech - Software as a Service","9/9/2022","Giuliana Fontes","CSI-0006431","Client Feedback","Product"
"CL003594","Konibit","9/15/2022","Giuliana Fontes","CSI-0006433","Client Feedback","Product"
"CL004913","D&D | Branding & Design Experts","10/3/2022","Giuliana Fontes","CSI-0006435","Client Feedback","Product"
"CL003710","Tobalina Consulting Group","10/6/2022","Giuliana Fontes","CSI-0006437","Client Feedback","Product"
"CL003941","Atlas Digital Chile","10/13/2022","Giuliana Fontes","CSI-0006439","Client Feedback","Product"
"CL003831","VLMedia","10/18/2022","Giuliana Fontes","CSI-0006441","Client Feedback","Product"
"CL003780","Henry","10/31/2022","Giuliana Fontes","CSI-0006443","Client Feedback","Product"
"CL003990","Scott Pryor Law","12/13/2022","Giuliana Fontes","CSI-0006445","Client Feedback","Product"
"CL004057","zeb mx","12/15/2022","Giuliana Fontes","CSI-0006447","Client Feedback","Product"
"CL005028","Todosgamers","2/15/2023","Giuliana Fontes","CSI-0006449","Client Feedback","Product"
"CL004487","Mezubo S.A.S","7/6/2023","Giuliana Fontes","CSI-0006451","Client Feedback","Product"
"CL004435","Projets Technologiques MVP","6/5/2023","Giuliana Fontes","CSI-0006453","Client Feedback","Product"
"CL000827","Mediastream","8/9/2021","Giuliana Fontes","CSI-0006456","Client Feedback","Product"
"CL002905","The Intern Group","9/30/2021","Giuliana Fontes","CSI-0006458","Client Feedback","Product"
"CL003436","Polynomial Protocol","8/23/2022","Giuliana Fontes","CSI-0006460","Client Feedback","Product"
"CL001117","Tech And Solve HQ","10/24/2021","Giuliana Fontes","CSI-0006462","Client Feedback","Product"
"CL004959","Zeppelin Labs","10/25/2021","Giuliana Fontes","CSI-0006464","Client Feedback","Product"
"CL000475","Parso","11/9/2021","Giuliana Fontes","CSI-0006466","Client Feedback","Product"
"CL001329","rolebot.io","12/29/2021","Giuliana Fontes","CSI-0006468","Client Feedback","Product"
"CL001285","Anyone AI","1/4/2022","Giuliana Fontes","CSI-0006470","Client Feedback","Product"
"CL002484","LEGACY SPA","4/13/2022","Automated Essentials","CSI-0006472","Client Feedback","Customer Success"
"CL003781","AgeWorld","1/27/2022","Automated Essentials","CSI-0006474","Client Feedback","Customer Success"
"CL003750","TANGIBLE","10/13/2022","Automated Essentials","CSI-0006476","Client Feedback","Customer Success"
"CL002108","Berlitz Corporation","2/2/2022","Giuliana Fontes","CSI-0006478","Client Feedback","Product"
"CL003935","Punto Rojo","2/2/2022","Giuliana Fontes","CSI-0006480","Client Feedback","Product"
"CL003939","CleverIT Group","2/8/2022","Giuliana Fontes","CSI-0006482","Client Feedback","Product"
"CL001854","HICX","2/11/2022","Giuliana Fontes","CSI-0006484","Client Feedback","Product"
"CL002351","Wolf Business Consulting","2/14/2022","Giuliana Fontes","CSI-0006486","Client Feedback","Product"
"CL004540","Akzent Group","5/26/2022","Giuliana Fontes","CSI-0006496","Client Feedback","Product"
"CL004386","INHAUS","3/22/2022","Giuliana Fontes","CSI-0006488","Client Feedback","Product"
"CL003975","CDS Americas","5/6/2022","Giuliana Fontes","CSI-0006490","Client Feedback","Product"
"CL002821","BeeHyv Software Solutions Private Limited","5/11/2022","Giuliana Fontes","CSI-0006492","Client Feedback","Product"
"CL004698","Brickell","11/15/2023","Giuliana Fontes","CSI-0006494","Client Feedback","Product"
"CL003120","Hospital Privado/TIPS","5/31/2022","Giuliana Fontes","CSI-0006498","Client Feedback","Product"
"CL002898","Growth Rockstar","5/31/2022","Giuliana Fontes","CSI-0006500","Client Feedback","Product"
"CL005200","Innevo Chile","6/9/2022","Giuliana Fontes","CSI-0006502","Client Feedback","Product"
"CL004728","Décima","11/29/2023","Giuliana Fontes","CSI-0006504","Client Feedback","Product"
"CL004649","REVAICARE","10/5/2023","Giuliana Fontes","CSI-0006506","Client Feedback","Product"
"CL005327","SERVICIOS CORPORATIVOS FTM","11/12/2024","Giuliana Fontes","CSI-0006526","Client Feedback","Product"
"CL005097","Eby","4/15/2024","Giuliana Fontes","CSI-0006510","Client Feedback","Product"
"CL004980","BigDogs","3/27/2024","Giuliana Fontes","CSI-0006512","Client Feedback","Product"
"CL005326","lapzo","8/23/2023","Laura Del Gordo","CSI-0006516","Client Feedback","Customer Success"
"CL005211","Sing Comunicação de Resultados","8/27/2024","Giuliana Fontes","CSI-0006520","Client Feedback","Product"
"CL005281","yourcohort.co","10/1/2024","Giuliana Fontes","CSI-0006522","Client Feedback","Product"
"CL005390","Bolt Builders","12/26/2024","Giuliana Fontes","CSI-0006528","Client Feedback","Product"
"CL005550","Visma Enterprise S.A.C.","4/24/2025","Giuliana Fontes","CSI-0006531","Client Feedback","Product"
"CL005593","Creative Information Technologies","5/7/2025","Giuliana Fontes","CSI-0006533","Client Feedback","Product"
"CL005614","LEARNIA S.A.","6/27/2025","Giuliana Fontes","CSI-0006535","Client Feedback","Product"
"CL003360","Orbis Data","6/22/2022","Karoll Cabrera","CSI-0006537","Client Feedback","Product"
"CL003273","rhome","7/19/2022","Karoll Cabrera","CSI-0006540","Client Feedback","Product"
"CL005106","Eternal LLC","1/22/2025","Karoll Cabrera","CSI-0006614","Client Feedback","Product"
"CL005408","NPHub","4/23/2024","Joaquin Rocchietti","CSI-0006541","Client Feedback","Customer Success"
"CL000455","Güeno","9/13/2022","Karoll Cabrera","CSI-0006543","Client Feedback","Product"
"CL003566","Oktogon Labs Limited","9/16/2022","Karoll Cabrera","CSI-0006545","Client Feedback","Product"
"CL005415","Neuah Consulting","1/9/2025","Karoll Cabrera","CSI-0006612","Client Feedback","Product"
"CL003762","UNIT 1","10/13/2022","Karoll Cabrera","CSI-0006547","Client Feedback","Product"
"CL003768","Digital Lab","10/21/2022","Karoll Cabrera","CSI-0006549","Client Feedback","Product"
"CL004390","Trez","3/7/2023","Karoll Cabrera","CSI-0006551","Client Feedback","Product"
"CL004353","rightpedal.io","3/15/2023","Joaquin Rocchietti","CSI-0006553","Client Feedback","Product"
"CL004363","G3 AEC","4/28/2023","Karoll Cabrera","CSI-0006555","Client Feedback","Product"
"CL004740","Glim","8/22/2023","Karoll Cabrera","CSI-0006558","Client Feedback","Product"
"CL004123","The Bridge Social SpA","8/25/2023","Karoll Cabrera","CSI-0006560","Client Feedback","Product"
"CL000553","Servicios TecnolÃ³gicos Wingzoft SpA","8/31/2021","Karoll Cabrera","CSI-0006562","Client Feedback","Product"
"CL000053","Neivor Inc","10/15/2021","Karoll Cabrera","CSI-0006564","Client Feedback","Product"
"CL001460","CRG","10/21/2021","Karoll Cabrera","CSI-0006566","Client Feedback","Product"
"CL000847","Unity Investment Group","11/19/2021","Karoll Cabrera","CSI-0006568","Client Feedback","Product"
"CL001844","Oktara","2/11/2022","Karoll Cabrera","CSI-0006572","Client Feedback","Product"
"CL004883","Proptech Latam Summit","3/10/2022","Karoll Cabrera","CSI-0006574","Client Feedback","Product"
"CL003185","Globalsys Soluções em TI","3/18/2022","Karoll Cabrera","CSI-0006576","Client Feedback","Product"
"CL002517","Rizen Inbound","4/13/2022","Karoll Cabrera","CSI-0006580","Client Feedback","Product"
"CL002982","3 Lopez Media Inc","4/13/2022","Karoll Cabrera","CSI-0006582","Client Feedback","Product"
"CL001143","ComparaSoftware","11/9/2023","Karoll Cabrera","CSI-0006584","Client Feedback","Product"
"CL004751","MBCO TECNOLOGIAS","12/27/2023","Karoll Cabrera","CSI-0006586","Client Feedback","Product"
"CL004812","Debtorcc","1/9/2024","Karoll Cabrera","CSI-0006588","Client Feedback","Product"
"CL004829","Miami Vacation Rentals","1/23/2024","Karoll Cabrera","CSI-0006590","Client Feedback","Product"
"CL005069","KPG","1/25/2024","Karoll Cabrera","CSI-0006592","Client Feedback","Product"
"CL005250","Luupa Technologies","3/6/2024","Karoll Cabrera","CSI-0006594","Client Feedback","Product"
"CL004994","Crestone VC","3/27/2024","Karoll Cabrera","CSI-0006596","Client Feedback","Product"
"CL005085","Accesorios y Válvulas APOLO SAS","5/29/2024","Karoll Cabrera","CSI-0006598","Client Feedback","Product"
"CL005112","Apollo Restorations","6/12/2024","Karoll Cabrera","CSI-0006600","Client Feedback","Product"
"CL005253","perennialmgt.com","9/13/2024","Karoll Cabrera","CSI-0006602","Client Feedback","Product"
"CL005303","Gipsy","10/17/2024","Karoll Cabrera","CSI-0006604","Client Feedback","Product"
"CL005347","Mobile Cloud","11/28/2024","Karoll Cabrera","CSI-0006606","Client Feedback","Product"
"CL005511","epicareinsurance.com","11/28/2024","Karoll Cabrera","CSI-0006608","Client Feedback","Product"
"CL005376","Adler Windows","12/11/2024","Karoll Cabrera","CSI-0006610","Client Feedback","Product"
"CL005468","The Art Dome","2/7/2025","Karoll Cabrera","CSI-0006618","Client Feedback","Product"
"CL005499","Miami Tango Investments","2/28/2025","Joaquin Rocchietti","CSI-0006620","Client Feedback","Product"
"CL000523","EDUNEXT SAS","10/13/2021","Laura Del Gordo","CSI-0006622","Client Feedback","Customer Success"
"CL000517","Talana","10/15/2021","Laura Del Gordo","CSI-0006624","Client Feedback","Customer Success"
"CL000895","Pax Assistance","11/17/2021","Laura Del Gordo","CSI-0006626","Client Feedback","Customer Success"
"CL005020","Sensedia","2/17/2022","Karoll Cabrera","CSI-0006628","Client Feedback","Product"
"CL003276","SI SEÑOR AGENCIA","7/18/2022","Karoll Cabrera","CSI-0006630","Client Feedback","Customer Success"
"CL000666","Simplee","9/13/2021","Karoll Cabrera","CSI-0006635","Client Feedback","Customer Success"
"CL000586","PAYFY SAS","10/15/2021","Automated Essentials","CSI-0006637","Client Feedback","Customer Success"
"CL004318","Lendable","11/19/2021","Karoll Cabrera","CSI-0006639","Client Feedback","Customer Success"
"CL004318","Lendable","11/19/2021","Karoll Cabrera","CSI-0006641","Client Feedback","Customer Success"
"CL002088","Madata","2/1/2022","Automated Essentials","CSI-0006645","Client Feedback","Customer Success"
"CL004635","Finaktiva SAS","2/28/2022","Automated Essentials","CSI-0006647","Client Feedback","Customer Success"
"CL002320","BW Miami","3/7/2022","Automated Essentials","CSI-0006649","Client Feedback","Customer Success"
"CL005086","Gregario","5/4/2022","Automated Essentials","CSI-0006651","Client Feedback","Customer Success"
"CL003373","Struoweb","6/7/2022","Automated Essentials","CSI-0006653","Client Feedback","Customer Success"
"CL004764","DOCTORANYTIME SAS","1/18/2024","Automated Essentials","CSI-0006655","Client Feedback","Customer Success"
"CL004873","IT Society","1/19/2024","Automated Essentials","CSI-0006657","Client Feedback","Customer Success"
"CL004936","Fidi Money Inc","3/11/2024","Karoll Cabrera","CSI-0006659","Client Feedback","Customer Success"
"CL004935","Mike Ruiz Law","3/12/2024","Karoll Cabrera","CSI-0006661","Client Feedback","Customer Success"
"CL005092","Around The Clock Logistics Inc","6/5/2024","Automated Essentials","CSI-0006663","Client Feedback","Customer Success"
"CL005632","Severi Capital","5/27/2025","Automated Essentials","CSI-0006664","Client Feedback","Finance"
"CL005677","Oversoft","5/23/2025","Automated Essentials","CSI-0006665","Client Feedback","Compliance"
"CL005666","Mathes Insurance","3/26/2025","Automated Essentials","CSI-0006666","Client Feedback","Product"
"CL005655","MASTER-SOLUTIONS","6/3/2025","Automated Essentials","CSI-0006667","Client Feedback","Product"
"CL005595","IVR Insurance","5/29/2025","Automated Essentials","CSI-0006668","Client Feedback","Pay Outs"
"CL005109","CodersLab","12/20/2023","Samuel Jimenez","CSI-0006671","Client Feedback","Customer Success"
"CL005598","Lirmi.com","9/27/2021","Samuel Jimenez","CSI-0006673","Client Feedback","Customer Success"
"CL004719","Opcion Yo","2/1/2022","Samuel Jimenez","CSI-0006675","Client Feedback","Pay Outs"
"CL000620","Axenya","10/13/2021","Samuel Jimenez","CSI-0006677","Client Feedback","Customer Success"
"CL005496","Virtue Law Group","6/6/2024","Samuel Jimenez","CSI-0006679","Client Feedback","Customer Success"
"CL000646","Fox Ordering","9/24/2021","Samuel Jimenez","CSI-0006681","Client Feedback","Customer Success"
"CL003799","Chazki","10/21/2021","Samuel Jimenez","CSI-0006684","Client Feedback","Customer Success"
"CL003357","Banco del Pichincha","2/4/2022","Jose Pinto","CSI-0006686","Client Feedback","Customer Success"
"cl004570","Rootstack","11/2/2021","Jose Pinto","CSI-0006688","Client Feedback","Customer Success"
"CL002747","Eidos","9/18/2022","Jose Pinto","CSI-0006690","Client Feedback","Customer Success"
"CL004920","Agencia Eleven","8/15/2023","Jose Pinto","CSI-0006692","Client Feedback","Customer Success"
"CL004567","Taxi Laser LLC","8/29/2023","Jose Pinto","CSI-0006694","Client Feedback","Customer Success"
"CL000952","Brand Guarde","12/5/2021","Jose Pinto","CSI-0006696","Client Feedback","Customer Success"
"CL002970","Smartly","2/3/2022","Jose Pinto","CSI-0006698","Client Feedback","Customer Success"
"CL005023","Jalasoft","10/6/2021","Jose Pinto","CSI-0006700","Client Feedback","Customer Success"
"CL003358","consultores R arg","3/24/2022","Jose Pinto","CSI-0006702","Client Feedback","Customer Success"
"CL005072","luchobranding.com","5/21/2024","Jose Pinto","CSI-0006706","Client Feedback","Customer Success"
"CL005362","Simplest Guru","8/29/2024","Alejandra Arroyo","CSI-0006708","Client Feedback","Customer Success"
"CL000857","AdmazingCo","9/14/2021","Alejandra Arroyo","CSI-0006710","Client Feedback","Customer Success"
"CL005667","The Boolchand Group LLC","6/2/2025","Lucas Arenas","CSI-0006711","Client Feedback","Customer Success"
"CL003336","Carreras Grupo Logístico","2/15/2022","Joaquin Rocchietti","CSI-0006713","Client Feedback","Pay Ins"
"CL005319","Picaio","10/23/2024","Lucas Arenas","CSI-0006716","Client Feedback","EOR"
"CL003358","consultores R arg","3/24/2022","Jose Pinto","CSI-0006718","Client Feedback","Product"
"CL004943","ALGI","5/26/2022","Alejandra Arroyo","CSI-0006720","Client Feedback","Customer Success"
"CL005679","Navigamo","6/18/2025","Giuliana Fontes","CSI-0006721","Client Feedback","Customer Success"
"CL003975","CDS Americas","5/6/2022","Giuliana Fontes","CSI-0006723","Client Feedback","Product"
"CL005639","Amplo Kaya","1/20/2025","Automated Essentials","CSI-0006724","Client Feedback","Product"
"CL005645","ramcolog.com","6/2/2025","Automated Essentials","CSI-0006725","Client Feedback","Product"
"CL005642","Virtual Learning Academy","9/11/2023","Joaquin Rocchietti","CSI-0006726","Client Feedback","Customer Success"
"CL005681","cocinas virtuales chile spa","6/17/2025","Automated Essentials","CSI-0006727","Client Feedback","Customer Success"
"CL000646","Fox Ordering","9/24/2021","Samuel Jimenez","CSI-0006729","Client Feedback","Product"
"CL004901","Loris HR","2/6/2024","Joaquin Rocchietti","CSI-0006731","Client Feedback","Customer Success"
"cl004570","Rootstack","11/2/2021","Jose Pinto","CSI-0006733","Client Feedback","Customer Success"
"CL004263","HOA Books","5/2/2022","Automated Essentials","CSI-0006734","Client Feedback","Pay Outs"
"CL000781","Ardor Learning","8/9/2021","Joaquin Rocchietti","CSI-0006736","Client Feedback","Customer Success"
"CL005594","energialemon.com","5/7/2025","Automated Essentials","CSI-0006738","Client Feedback","Customer Success"
"CL002074","Softon Digital","3/1/2022","Jose Pinto","CSI-0006739","Client Feedback","Customer Success"
"CL004581","Femmto","7/27/2023","Alejandra Arroyo","CSI-0006810","Client Feedback","Customer Success"
"CL005560","Reuse","12/9/2022","Automated Essentials","CSI-0006813","Client Feedback","Product"
"CL005694","cbrcleaning.com","6/26/2025","Automated Essentials","CSI-0006814","Client Feedback","Pay Outs"
"CL005666","Mathes Insurance","3/26/2025","Automated Essentials","CSI-0006815","Client Feedback","Product"
"CL005675","Immarketing","6/17/2025","Automated Essentials","CSI-0006816","Client Feedback","Product"
"CL005057","Nubiral","4/26/2022","Samuel Jimenez","CSI-0006818","Client Feedback","Product"
"CL005067","Nubiral Mexico","5/22/2024","Samuel Jimenez","CSI-0006820","Client Feedback","Product"
"CL005676","JDRP HOLDINGS Movet Colombia","6/17/2025","Automated Essentials","CSI-0006821","Client Feedback","Customer Success"
"CL005282","gruposimpli.com","8/1/2024","Jose Pinto","CSI-0006823","Client Feedback","Customer Success"
"CL004899","TripleTen","8/3/2023","Luis Miguel Alzate Valencia","CSI-0006825","Client Feedback","Financial Services"
"CL005598","Lirmi.com","9/27/2021","Samuel Jimenez","CSI-0006827","Client Feedback","Pay Outs"
"CL002703","cashea.app","4/12/2022","Joaquin Rocchietti","CSI-0006830","Client Feedback","Product"
"CL005710","La Cocina Que Suena","4/17/2025","Joaquin Rocchietti","CSI-0006832","Client Feedback","Product"
"CL005385","Auronix","3/31/2022","Laura Del Gordo","CSI-0006833","Client Feedback","Financial Services"
"CL000620","Axenya","10/13/2021","Samuel Jimenez","CSI-0006836","Client Feedback","Pay Outs"
"CL005695","tcpip.tech","6/18/2025","Automated Essentials","CSI-0006834","Client Feedback","Customer Success"
"CL005677","Oversoft","5/23/2025","Automated Essentials","CSI-0006837","Client Feedback","Customer Success"
"CL002546","Storicard","11/3/2021","Alejandra Arroyo","CSI-0006839","Client Feedback","Customer Success"
"CL005062","PowerUp Technology (Storicard)","8/8/2024","Alejandra Arroyo","CSI-0006841","Client Feedback","Customer Success"
"CL004220","Rapiboy Latam","3/8/2023","Alejandra Arroyo","CSI-0006843","Client Feedback","Customer Success"
"CL005168","Rapiboy MX (Future of Delivery SA de CV)","7/25/2024","Alejandra Arroyo","CSI-0006845","Client Feedback","Customer Success"
"CL000165","LA HAUS S.A.S.","10/15/2021","Jose Pinto","CSI-0006850","Client Feedback","Customer Success"
"CL003840","La Haus Tech Inc","3/23/2023","Jose Pinto","CSI-0006852","Client Feedback","Customer Success"
"CL001050","Uala","8/4/2021","Jose Pinto","CSI-0006854","Client Feedback","EOR"
"CL005567","Kamin","5/8/2025","Automated Essentials","CSI-0006855","Client Feedback","Product"
"CL005626","NextStation Chile","4/23/2025","Automated Essentials","CSI-0006856","Client Feedback","Product"
"CL005663","Onikom","2/23/2022","Alejandra Arroyo","CSI-0006857","Client Feedback","Product"
"CL005712","WSG","2/7/2022","Automated Essentials","CSI-0006858","Client Feedback","Customer Success"
"CL000827","Mediastream","8/9/2021","Giuliana Fontes","CSI-0006861","Client Feedback","Customer Success"
"CL005725","The Blue Option","5/27/2025","Automated Essentials","CSI-0006862","Client Feedback","Pay Outs"
"CL004650","WEKALL LLC","11/24/2023","Karoll Cabrera","CSI-0006864","Client Feedback","Product"
"CL002188","CrearP LLC","3/23/2022","Automated Essentials","CSI-0006866","Client Feedback","Product"
"CL005640","Avride","5/14/2025","Luis Miguel Alzate Valencia","CSI-0006867","Client Feedback","Sales"
"CL005529","calidadinsurance.com","9/12/2024","Karoll Cabrera","CSI-0006868","Client Feedback","Customer Success"
"CL005661","dok7.io","6/27/2025","Automated Essentials","CSI-0006869","Client Feedback","Product"
"CL005697","HexaSystems Inc","2/5/2025","Karoll Cabrera","CSI-0006870","Client Feedback","Product"
"CL005702","MK Care","7/9/2025","Automated Essentials","CSI-0006871","Client Feedback","Product"
"CL004889","Workia Uruguay","7/19/2023","Alejandra Arroyo","CSI-0006874","Client Feedback","Customer Success"
"CL001495","Funnelchat Llc","2/18/2022","Alejandra Arroyo","CSI-0006876","Client Feedback","Customer Success"
"CL004581","Femmto","7/27/2023","Alejandra Arroyo","CSI-0006878","Client Feedback","Customer Success"
"CL004861","Ikaria Partners","1/15/2024","Alejandra Arroyo","CSI-0006880","Client Feedback","Customer Success"
"CL005196","Brocsoft","12/1/2022","Automated Essentials","CSI-0006882","Client Feedback","Finance"
"CL005507","High Ticket Consulting LLC","2/25/2025","Giuliana Fontes","CSI-0006884","Client Feedback","Tech"
"CL005205","Gualda Experience LLC","9/6/2024","Giuliana Fontes","CSI-0006886","Client Feedback","Product"
"CL005178","Noise Media","5/27/2022","Giuliana Fontes","CSI-0006888","Client Feedback","Product"
"CL000443","Glocal Advantage","10/14/2021","Automated Essentials","CSI-0006890","Client Feedback","Product"
"CL004102","Bamboo Payment Systems","1/19/2023","Joaquin Rocchietti","CSI-0006892","Client Feedback","Customer Success"
"CL004001","Heippi","12/22/2022","Automated Essentials","CSI-0006894","Client Feedback","Customer Success"
"CL005696","BUCKS FINANCE SAS","7/2/2025","Automated Essentials","CSI-0006895","Client Feedback","Product"
"CL004766","Grand Sports","1/16/2024","Jose Pinto","CSI-0006896","Client Feedback","Pay Ins"
"CL005733","TruStep chile","7/14/2025","Automated Essentials","CSI-0006897","Client Feedback","Customer Success"
"CL005709","yanarchy.com","6/26/2025","Jose Pinto","CSI-0006898","Client Feedback","Product"
"CL005603","Vintti","7/30/2024","Giuliana Fontes","CSI-0006899","Client Feedback","Sales"
"CL005665","Guevara Insurance","6/9/2025","Automated Essentials","CSI-0006900","Client Feedback","Customer Success"
"CL005648","Ticnow","2/7/2022","Karoll Cabrera","CSI-0006901","Client Feedback","Sales"
"CL003964","MeshAI.io","11/4/2022","Alejandra Arroyo","CSI-0006902","Client Feedback","Product"
"CL005686","EXCELIA","12/20/2024","Lucas Arenas","CSI-0006903","Client Feedback","EOR"
"CL005736","Simera Human Capital","1/9/2024","Automated Essentials","CSI-0006904","Client Feedback","Product"
"CL005714","Blusink","4/19/2023","Automated Essentials","CSI-0006905","Client Feedback","Product"
"CL005739","NEWCORP RENTAL LLC","7/2/2025","Automated Essentials","CSI-0006906","Client Feedback","Product"
"CL005610","Konvex","5/23/2025","Automated Essentials","CSI-0006907","Client Feedback","Product"
"CL005727","Thinking Dynamics","7/15/2025","Alejandra Arroyo","CSI-0006909","Client Feedback","Product"
"CL005062","PowerUp Technology (Storicard)","8/8/2024","Alejandra Arroyo","CSI-0006911","Client Feedback","Customer Success"
"CL002546","Storicard","11/3/2021","Alejandra Arroyo","CSI-0006913","Client Feedback","Customer Success"
"CL005054","Defontana","5/18/2022","Joaquin Rocchietti","CSI-0006915","Client Feedback","Customer Success"
"CL005750","Aseguratec","10/9/2023","Giuliana Fontes","CSI-0006916","Client Feedback","Product"
"CL005761","Melo Global Corp","7/17/2025","Automated Essentials","CSI-0006917","Client Feedback","Product"
"CL005763","Roundot","7/24/2025","Giuliana Fontes","CSI-0006918","Client Feedback","Product"
"CL005728","Telus Inc","7/16/2025","Joaquin Rocchietti","CSI-0006919","Client Feedback","Customer Success"
"CL002934","Localpayment","5/23/2022","Joaquin Rocchietti","CSI-0006922","Client Feedback","Financial Services"
"CL005030","Inversiones Centroamericanas S.A","2/16/2024","Lucas Arenas","CSI-0006924","Client Feedback","EOR"
"CL004703","ADS Live Media","12/6/2021","Lucas Arenas","CSI-0006926","Client Feedback","EOR"
"CL005730","Chat Bet","7/15/2025","Karoll Cabrera","CSI-0006927","Client Feedback","Product"
"CL003542","AULA INTERCULTURAL SL","8/26/2022","Automated Essentials","CSI-0006929","Client Feedback","Customer Success"
"CL004680","Ackoo (We Are Hiring)","7/13/2022","Automated Essentials","CSI-0006933","Client Feedback","Customer Success"
"CL004114","Keep Going Resources","11/3/2022","Automated Essentials","CSI-0006935","Client Feedback","Customer Success"
"CL003438","Provectus","6/23/2022","Joaquin Rocchietti","CSI-0006937","Client Feedback","Customer Success"
"CL005012","Novacomp - Frontera","2/16/2022","Joaquin Rocchietti","CSI-0006939","Client Feedback","Customer Success"
"CL003476","Aper","7/21/2022","Joaquin Rocchietti","CSI-0006941","Client Feedback","Customer Success"
"CL003601","aulasneo","8/2/2022","Joaquin Rocchietti","CSI-0006943","Client Feedback","Customer Success"
"CL004789","Wallarm","2/1/2022","Joaquin Rocchietti","CSI-0006945","Client Feedback","Customer Success"
"CL003540","IG Networks","12/26/2021","Joaquin Rocchietti","CSI-0006947","Client Feedback","Customer Success"
"CL005362","Simplest Guru","8/29/2024","Alejandra Arroyo","CSI-0006950","Client Feedback","Customer Success"
"CL003928","Softgic","11/9/2022","Alejandra Arroyo","CSI-0006953","Client Feedback","Customer Success"
"CL001285","Anyone AI","1/4/2022","Giuliana Fontes","CSI-0006954","Client Feedback","Product"
"CL003814","Cheetah Conservation Fund","10/14/2022","Giuliana Fontes","CSI-0006956","Client Feedback","Product"
"CL005236","Incluyeme.com S de RL de CV","9/11/2024","Automated Essentials","CSI-0006958","Client Feedback","Customer Success"
"CL005168","Rapiboy MX (Future of Delivery SA de CV)","7/25/2024","Alejandra Arroyo","CSI-0006960","Client Feedback","Customer Success"
"CL004399","Colombo & Hurd","5/24/2023","Samuel Jimenez","CSI-0006962","Client Feedback","Operations B2C"
"CL001966","Crack The Code 2","1/19/2022","Automated Essentials","CSI-0006975","Client Feedback","Customer Success"
"CL005345","StickerYou","10/15/2024","Joaquin Rocchietti","CSI-0006991","Client Feedback","Product"
"CL005565","TSOFT URUGUAY SA","7/30/2025","Joaquin Rocchietti","CSI-0006993","Client Feedback","Customer Success"
"CL005255","FILADD USA LLC","9/25/2024","Alejandra Arroyo","CSI-0006996","Client Feedback","Customer Success"
"CL003547","Anida Latam","9/8/2022","Alejandra Arroyo","CSI-0006998","Client Feedback","Customer Success"
"CL005679","Navigamo","6/18/2025","Giuliana Fontes","CSI-0007000","Client Feedback","Product"
"CL004023","Goula Colombia","11/2/2022","Karoll Cabrera","CSI-0007002","Client Feedback","Customer Success"
"CL001966","Crack The Code 2","1/19/2022","Automated Essentials","CSI-0007004","Client Feedback","Customer Success"
"CL002173","Oowlish US","3/18/2022","Automated Essentials","CSI-0007006","Client Feedback","Customer Success"
"CL005286","onerpm.com","9/16/2024","Karoll Cabrera","CSI-0007008","Client Feedback","Customer Success"
"CL003105","Mattilda.io","5/13/2022","Giuliana Fontes","CSI-0007010","Client Feedback","Customer Success"
"CL005479","freightsimple.com","2/27/2025","Giuliana Fontes","CSI-0007012","Client Feedback","Pay Ins"
"CL004263","HOA Books","5/2/2022","Automated Essentials","CSI-0007014","Client Feedback","Pay Outs"
"CL005007","Jump Cube Technologies LLC","9/26/2024","Giuliana Fontes","CSI-0007016","Client Feedback","Customer Success"
"CL003113","Yoshua Troncoso","7/4/2022","Automated Essentials","CSI-0007018","Client Feedback","Pay Ins"
